"city_by_the_sea";"City by the Sea";"2001 2002 2003";"Sep 6, 2002 Wide";"Michael Caton-Jones";"Ken Hixon,Michael Caton-Jones,Frank R. Pierson";"Robert De Niro,Frances McDormand,James Franco,Eliza Dushku,William Forsythe,George Dzundza,Patti LuPone,Anson Mount,John Doman,Brian Tarantina,Drena De Niro,Leo Burmeister,Michael P. Moran,Nestor Serrano,Dominick Angelo Cang...,Matthew Cowles,Pasquale Enrico Cang...,Linda Emond,Cyrus Farmer,Jay M. Boryea,Michelle Daimer,Leo Burmester,Gregg Edelman,Jason Winther,Leslie Cohen,Stephi Lineberg,Teresa Kelsey,Mark La Mura,Mark Lamura,Jill Marie Lawrence,Michael Dellafemina,Jim Marcus,Stephi Lineburg,Joanne Lamstein,Orlando Pabjoy,Teresa Woods,Frances Mc Dormand,Patti Lu Pone";;"5.8/10,5.8/10";"R (for language, drug use and some violence)";"Mystery & Suspense,Drama";"http://www.rottentomatoes.com/m/city_by_the_sea/";"A man struggling to come to terms with the sins of his father makes the terrible discovery that his own son has fallen into a life of crime in a drama based on a true story. Vincent LaMarca (Robert DeNiro) is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past$% four decades earlier, Vincent's father Angelo killed a young child, and since then Vincent has carried emotional scars from this incident that he refuses to show to,the world. Vincent lives alone in a small apartment building, though he has nurtured a close if tentative relationship with his downstairs neighbor, Michelle (Frances McDormand). One day, Vincent and his partner, Reg Duffy (George Dzundza), are assigned to investigate a murder when the body of a young man is found dead in a dumpster. It turns out the body was that of a drug dealer, and the dealer's partner in crime, Spyder (William Forsythe), believes the killer was one of his regular customers -- a junkie would-be musician who calls himself Snake (Brian Tarantina). City By the Sea was adapted from a piece by journalist Mike McAlary which first appeared in Esquire magazine$% the cast also includes Eliza Dushku and Anson Mount."
"opening_night";"Opening Night";"1976 1977 1978";"Dec 22, 1977 Limited";"John Cassavetes";"John Cassavetes";"Gena Rowlands,John Cassavetes,Katherine Cassavetes,Lady Rowlands,Joan Blondell,Paul Stewart,Ben Gazzara,Zohra Lampert,Laura Johnson,Sharon Van Ivan,John Tuell,Jimmy Christie,Ray Powers,James Karen,John Finnegan,Jimmy Moyce,Louise Fitch,Sherry Bain,Frederick Draper,Sylvia Davis Shaw,Peter Lampert,Briana Carver,Angelo Grisanti,Carol Warren,Meade Roberts,Eleanor Zee,Peter Falk,Peter Bogdanovich,Fred Draper,Seymour Cassel,Booker T. Jones";"2 hr. 24 min.";"7.8/10,7.5/10";"PG-13";"Drama";"http://www.rottentomatoes.com/m/opening_night/";"John Cassavetes' Opening Night stars Gena Rowlands (Mrs. Cassavetes) as end-of-tether Broadway actress Myrtle Gordon. She is about to open in a play written by her old friend Sarah Goode (Joan Blondell), but a series of pre-show setbacks and disasters threaten to destroy not only the production but Myrtle's sanity. The actress is especially rattled when one of her staunchest fans dies in an accident. In the face of bleak reality, just how important is the old 'show must go on' ethic? Supporting,Gena Rowlands are such veterans of the New York-Hollywood shuttle as Ben Gazzara, Zohra Lampert, Paul Stewart, James Karen, and several friends and relatives of the principals. ~ Hal Erickson, Rovi"
"linda-ali-two-worlds-within-four-walls";"Linda & Ali: Two Worlds Within Four Walls";"2004 2005 2006";"Feb 1, 2005 Wide";"Lut Vandekeybus";;;;;"Unrated";"Documentary,Special Interest";"http://www.rottentomatoes.com/m/linda-ali-two-worlds-within-four-walls/";""
"10005395-passage";"The Passage";"1978 1979 1980";"Mar 1, 1979 Wide";"J. Lee Thompson";"Bruce Nicolaysen";;;"";"R";"Drama,Action & Adventure";"http://www.rottentomatoes.com/m/10005395-passage/";"A brave Basque mountaineer guides an American family over the dangerous Pyrenees to save them from a crazed Nazi leader in this adventure."
"1201467-angel";"Angel";"2006 2007 2008";"Mar 14, 2007 Wide";"François Ozon";"François Ozon,Martin Crimp";"Romola Garai,Sam Neill,Charlotte Rampling,Alison Pargeter,Lucy Russell,Michael Fassbender,Jacqueline Tong,Janine Duvitski,Christopher Benjamin,Una Stubbs,Jemma Powell,Simon Woods,Seymour Matthews,Tom Georgeson";"2 hr. 14 min.";"5.1/10";"G";"Drama";"http://www.rottentomatoes.com/m/1201467-angel/";"A destitute but determined young woman living in turn-of-the-century England ascends the social ranks after authoring a series of successful romantic novels in French writer/director François Ozon's first English-language feature. Romola Garai takes on the title role in a French and Belgian co-production co-starring Sam Neill, Charlotte Rampling, and Michael Fassbender and financed by Fidélité Films, Canal+, Celluliod Dreams, France 2, and Pan-Européenne. ~ Jason Buchanan, Rovi"
"1031459-lil_abner";"Li'l Abner";"1958 1959 1960";"Dec 11, 1959 Wide";"Melvin Frank";"Norman Panama,Melvin Frank";;"1 hr. 53 min.";"";"Unrated";"Kids & Family,Musical & Performing Arts,Classics,Comedy";"http://www.rottentomatoes.com/m/1031459-lil_abner/";"The film is based on the popular Broadway musical adaptation of Al Capp's widely read comic strip. This musical comedy finds the residents of Dogpatch discovering Congress has approved their hometown as a nuclear test sight. The town must prove itself worthy of preservation and does so with Mammy Yokum's Yokumberry Tonic. When the tonic proves to guarantee good health, romance and wealth to the consumer, the government and private business race to the sleepy country town for the secret recipe.,Lively dance numbers and songs by Gene DePaul and Johnny Mercer are featured. Julie Newmar and Stella Stevens are amusing and seductive as vivacious hillbilly beauties."
"gardens_of_stone";"Gardens of Stone";"1986 1987 1988";"May 8, 1987 Wide";"Francis Ford Coppola";"Ron Bass,Ronald Bass";"James Caan,D.B. Sweeney,Anjelica Huston,James Earl Jones,Mary Stuart Masterso...,Dean Stockwell,Lonette McKee,Sam Bottoms,Elias Koteas,Samuel Bottoms,Laurence Fishburne,Rick Washburn,Casey Siemaszko,Peter Masterson,Carlin Glynn,Dick Anthony William...,Erik Holland,Bill Graham,Terrence Currier,Terry Hinz,Lisa-Marie Felter,William Williamson,Rick Washburne,Joseph A. Ross Jr.,Matthew Litchfield,Nick Mathwick,Robert Frerichs,Grant Lee Douglass,Mark Frazer,Terry Foster,Marshall Sizemore,Steve Barcanic,Hajna O. Moss,Arthur V. Gorman Jr.,Louis Rangel";"1 hr. 52 min.";"4.9/10,4/10";"R (adult situations/language)";"Drama";"http://www.rottentomatoes.com/m/gardens_of_stone/";"Set in Washington D.C. during the Vietnam War era, Gardens of Stone concentrates on the trials and tribulations of the Arlington National Cemetery home guard. James Caan plays career soldier Sgt. Clell Hazard, who has come to the sad conclusion that Vietnam is unwinnable and that America should withdraw as soon as possible. His attitude is contrasted to that held by Private Jackie Willow (D.B. Sweeney), who wants nothing more in life than to go into battle for his country. Though Hazard cannot,officially dissuade Willow from this yearning, he pulls a few surreptitious strings to change the lad's mind, including encouraging a renewed romance between Jackie and his former girlfriend Rachel (Mary Stuart Masterton). After so many big-budgeters, Coppola determined that Gardens would be a deliberately 'small' picture, concentrating on personalities rather than opulence$% the director's father, Carmine Coppola, supplied the music, while Peter Masterton and Carlyn Glynn, the real-life parents of Mary Stuart Masterton, play Mary's on-screen dad and mom. Gardens of Stone was adapted by Ronald Bass from the novel by Nicholas Proffitt."
"catch_22";"Catch-22";"1969 1970 1971";"Jun 24, 1970 Wide";"Mike Nichols";"Joseph Heller,Buck Henry";"Alan Arkin,Martin Balsam,Richard Benjamin,Jack Gilford,Art Garfunkel,Bob Newhart,Anthony Perkins,Paula Prentiss,Martin Sheen,Jon Voight,Orson Welles,Seth Allen,Bob Balaban,Susanne Benton,Peter Bonerz,Norman Fell,Charles Grodin,Buck Henry,Austin Pendleton,Olimpia Carlisi,Marcel Dalio,Evi Maltagliati,Elizabeth Wilson,Liam Dunn,Richard Libertini,Jon Korkes,Gina Rovere,John Brent,Collin Wilcox Paxton,Phil Roth,Bruce Kirby,Jack Riley,Wendy D'Olive,Fernanda Vitobello,Felice Orlandi,Alan Alda,Collin Wilcox-Horne";"2 hr. 2 min.";"7.3/10";"R (adult situations/language, nudity, violence)";"Drama,Classics,Comedy";"http://www.rottentomatoes.com/m/catch_22/";"Joseph Heller's scathing satire is adapted to the screen by Buck Henry and bitingly directed by Mike Nichols. Alan Arkin is terminally mordant as Yossarian, stationed on a Mediterranean island during World War II, who wants to be labeled unfit for duty so that he doesn't have a chance to fly a bomber and get killed. While Yossarian is trying to figure out a way to keep from getting killed, Colonel Cathcart (Martin Balsam) is equally busy increasing the missions because he wants to have an,article written about himself in The Saturday Evening Post. This increased pressure on the men result in the soldiers acting extremely erratic in their behavior. In the end, Yossarian must decide whether to stick out a war in which all the soldiers have become madmen or abandon his efforts to be declared unfit for flying and simply go AWOL."
"abel-raises-cain";"Abel Raises Cain";"2004 2005 2006";"Jan 1, 2005 Wide";"Jenny Abel,Jeff Hockett";"Jeff Hockett,Jenny Abel";;"1 hr. 22 min.";"6.8/10";"Unrated";"Documentary,Television,Special Interest";"http://www.rottentomatoes.com/m/abel-raises-cain/";"Jenny Abel grew up with an eccentric father, to put it mildly. A film producer and occasional journalist for the likes of National Lampoon magazine, Alan Abel spent his life pulling off a seemingly endless series of elaborate media pranks, whereby he would repeatedly drum up insane causes -- from banning human breast-feeding to slapping diapers on animals -- and appear on news broadcasts under phony aliases plugging the oddball perspectives. At other times, Abel played practical jokes on the,public by convincing them, en masse , of some fallacious truth. But the phenomenon was scarcely local in nature: Abel's hoaxes appeared on programs as institutional as Good Morning America and in publications as omnipresent as The New York Times (as when he planted an obituary in the paper, on January 2, 1980, erroneously indicating his own death from a heart attack). Abel also enlisted the top drawer of talent as his accomplices -- he recruited no less than Buck Henry to plug the 'diapers on animals' campaign. All of this activity led various media pundits to brand Abel as one of the world's most brilliant satirists, and instilled in Jenny a lifelong fascination with her father's motivations and modus operandi. With the documentary Abel Raises Cain, Jenny Abel takes a long, loving look at her father's life and most unusual career."
"fractured_2013";"Fractured";"2013 2014 2015";"Apr 11, 2014 Limited";"Adam Gierasch,Lance Kawas,Lance KR Kawas";"Lance Kawas,Lance KR Kawas";"Eric Roberts,Jake Busey,Jordon Trovillion,Jordan Trovillion,Callum Blue,Vinnie Jones,Ashlynn Yennie,Nicole LaLiberte,Jon Eyez,Leila Sbitani,Migel Delgado,Eric F. Adams,Indigo,Bjanka Murgel";"1 hr. 45 min.";"";"R";"Drama,Action & Adventure,Horror,Mystery & Suspense";"http://www.rottentomatoes.com/m/fractured_2013/";"May Oster is a beautiful, pensive, somber woman in her mid twenties$% a beautiful woman that discovers her boyfriend's bloody scarf in her apartment following a black-out episode. This unearthed white scarfcovered in crimson drives May to attempt suicide. May is taken to a psychiatric ward and is immediately thrown into seclusion. Detective James Harding questions May about a horrific murder, which thrusts May into narrating an in-depth story about an unnamed woman's involvement with unsavory,characters leading to multiple murders."
"avenging_force";"Avenging Force";"1985 1986 1987";"Sep 13, 1986 Wide";"Sam Firstenberg";"James Booth";"Michael Dudikoff,Steve James,James Booth,John P. Ryan,Bill Wallace,Karl Johnson,Marc Alaimo,Allison Gereighty,Loren Farmer,Richard Boyle,John A. Barber,James Bonders,Robert Taylor,Bruce Johnson,Sylvia Joseph,Robert Cronin,John Wilmot,Steve Hulin,Nelson Camp,Lyla Hay Owen,Becki Davis,Lyla Kay Owen,Claudia Vasilovik,Ramon Olavanetta,Paul Staples,B.J. Davis,Gary Alexander,Kane Hodder,Alan Marcus,Charlie Skeen,James Borders,Robert Taylor (II)";"1 hr. 44 min.";"";"R (adult situations/language, violence)";"Drama,Action & Adventure,Mystery & Suspense";"http://www.rottentomatoes.com/m/avenging_force/";"Produced in the Autumn of the Golan-Globus collaboration, Avenging Force serves as a vehicle for American Ninja costar Michael Dudikoff. Cast as a retired secret service agent, Dudikoff runs up against a sinister right-wing political organization called the Pentangle. He comes to the aid of his best friend Steve James, a black political candidate who has become a target for the Pentangle's henchmen. Impressed by Dudikoff's martial arts skills, the Pentangle leaders try to convince him to join,their cause-and to ensure his cooperation, they kidnap his little sister Alison Gereighty. Avenging Force concludes with a violent Enter the Dragon-style mano y mano squareoff between Dudikoff and the Pentangle flunkeys. The film's finale is 'open' enough to allow for a sequel, which has yet to appear. ~ Hal Erickson, Rovi"
"1014453-music_man";"The Music Man";"1961 1962 1963";"Jun 19, 1962 Wide";"Morton DaCosta,Morton Da Costa";"Marion Hargrove";"Robert Preston,Shirley Jones,Paul Ford,Buddy Hackett,Hermione Gingold,Pert Kelton,Timmy Everett,Susan Luckey,Ron Howard,Harry Hickox,Ewart Dunlop,Oliver Hix,Jacey Squires,Olin Britt,Charles Lane,Mary Wickes,The Buffalo Bills,Monique Vermont,Ronnie Dapo,Jesslyn Fax,Patty Lee Hilka,Garry Potter,Delos Jewkes,Ray Kellogg,William Fawcett,Rance Howard,Peggy Mondo,Roy Dean,David Swain,Max Showalter,Arthur Mills,Rand Barker,Jeannine Burnier,Shirley Claire,Natalie Core,Therese Lyon,Penelope Martin,Barbara Pepper,Anne Loos,Peggy Wynne,Hank Worden,Milton Parsons,Natalie Masters,Percy Helton,Hermoine Gingold";"2 hr. 32 min.";"8.1/10";"G";"Musical & Performing Arts,Romance";"http://www.rottentomatoes.com/m/1014453-music_man/";"In this filmization of the hit Broadway musical, travelling-salesman Harold Hill goes from town to town selling the citizens on the concept of a 'boy's band.' However, once he's collected his bankroll, Hill skips town. Looking for new suckers, Hill arrives in River City, Iowa, where he goes into action."
"two_for_the_money";"Two for the Money";"2004 2005 2006";"Oct 7, 2005 Wide";"D.J. Caruso";"Dan Gilroy";"Al Pacino,Matthew McConaughey,Rene Russo,Armand Assante,Jeremy Piven,Jaime King,Gedde Watanabe,Jarrod Bunch,Kevin Chapman,Ralph Garman,Carly Pope,Charles Carroll,Gerard Plunkett,Craig Veroni,Denise Galik,James N. Kirk,Gary Hudson,Chrislyn Austin,Jim Rome,Jeremy Guilbaut,Steve Makaj,Stephen Dimopoulos,Michael Rodgers,William S. Taylor,Veena Sood,Adrian Holmes,Trevor Roberts,Michael P. Northye,Brad Kelly,Jason Schombing,Louis Mustillo,Luciana Carro,Kendall Cross,David Lovgren,Malcom Scott,J.B. McEown,Robin Mossley,Raimund Stamm,Jonathan Bruce,Barry LeBrock,Joel Myers,Ronald Pitts,Trevor Babers,Gene Bolton,Dustin Dennard,Stefan Gamlin,Derek Graf,Cedric Jefferson,Horace Knight,Ty Law,Marques Massengale,Kevin Reid,Justin Riemer,Christopher Robbins,Maxio Royster,Jeff Sanders,Zach Wilson,Mike Jones,John Clark,Russell Tyrone Jones,O.J. McClintock,Dewayne Patmon,Brandon Tully,Allan Wilson";;"4.7/10,5.1/10";"R (for pervasive language, a scene of sexuality and a violent act)";"Drama,Mystery & Suspense,Comedy";"http://www.rottentomatoes.com/m/two_for_the_money/";"D.J. Caruso's Two for the Money stars Matthew McConaughey as Brandon Lang, a former college quarterback whose life plans changed when he suffered a career-ending injury. Brandon turns out to have remarkable skill at picking winning football bets. Eventually, he comes to the attention of Walter Abrams (Al Pacino), a very successful business tycoon who runs a giant gambling operation. Walter brings Brandon to New York and introduces him to a glitzy, fast-paced, money-drenched lifestyle that,Brandon eagerly soaks up. When Brandon's magic touch begins to falter, Walter starts to turn on his protégé. Soon the two men are attempting to outwit each other, with Walter's wife (Rene Russo) caught in the middle."
"proof_of_life";"Proof of Life";"1999 2000 2001";"Dec 8, 2000 Wide";"Taylor Hackford";"Tony Gilroy";"Meg Ryan,Russell Crowe,David Morse,David Caruso,Pamela Reed,Michael Kitchen,Anthony Heald,Stanley Anderson,Gottfried John,Alun Armstrong,Margo Martindale,Mario Ernesto Sánche...,Pietro Sibille,Vicky Hernandez,Norma Martinez,Diego Trujillo,Aristoteles Picho,Sarahi Echeverria,Carlos Blanchard,Raúl Rodríguez Peila,Mauro Cueva,Alejandro Cordova,Sandro Bellido,Miguel Iza,Roberto Frisone,Tony Vasquez,Claudia Dammert,Rowena King,Michael Byrne,Jaime Zevallos,Gilberto Torres,Flora Martinez,Laura Escobar,Marcos Bustos,Jorge Medina,Gerard Naprous,Alexander Balueyev,Dimitri Shevchenko,Zbigniew Zamachowski,Said K. Saralijen,Oscar Carrillo,Pedro Martinez Laya,Wolframio Benavides,Alonso Alegria,Merlin Hanbury-Tenis...,Stefan Gryff,Yolanda Vazquez,Raul Rodriguez";;"5.3/10,4.9/10";"R (for violence, language and some drug material)";"Drama,Action & Adventure,Romance,Mystery & Suspense";"http://www.rottentomatoes.com/m/proof_of_life/";"A woman whose marriage is in trouble finds herself falling for a new man as her husband's life hangs in the balance in this thriller. Peter Bowman (David Morse) and his wife Alice (Meg Ryan) have relocated to a small Latin American nation called Tecala$% Peter works for an American engineering and construction firm, and his latest assignment has him building a dam that is intended to bring power to the developing nation. The ELT is a radical Marxist faction gearing up for political revolution in,Tecala that has turned to kidnapping as a way to raise capital, and Peter is chosen as its next target. When Peter is ambushed on his way to work, his firm brings in Terry Thorn (Russell Crowe), a former Australian intelligence operative who now works as a private 'kidnapping and ransom' negotiator. Alice is told Terry is her best hope for bringing Peter back safe and sound, but when Terry's employers run into a tight squeeze financially, they cancel their K&R insurance (which is considered a standard benefit for American employees assigned to South America), leaving Alice to rehire Terry on her own, especially since she can't possibly pay the $3 million ransom demanded by the kidnappers. As Terry and his partner Dino (David Caruso) map out a rescue plan, Alice and Terry find themselves increasingly attracted to each other. Alice's marriage to Peter was going through a rough patch when he was kidnapped, and while she's deeply concerned for his safety, she must reconcile her fears for Peter's life with her new feelings for Terry. Proof of Life is based on Adventures in the Ransom Trade, an article by journalist William Prochnau that was published in Vanity Fair, as well as on the case of real-life kidnapping victim Tom Hargrove. ~ Mark Deming, Rovi"
"interstate_2007";"Interstate";"2006 2007 2008";"Apr 26, 2007 Wide";"Marc-Andre Samson";"Marc-Andre Samson";;"1 hr. 14 min.";;"Unrated";"Mystery & Suspense";"http://www.rottentomatoes.com/m/interstate_2007/";"A trip from Montreal to Los Angeles takes a bad turn when a DJ attempting to reach his girlfriend involuntarily ingests drugs and becomes stranded at a dilapidated roadside motel in this hallucinogenic, neo noir road thriller from director Marc-Andre Samson. Edgar is a Montreal-based DJ whose girlfriend has landed an audition for a Hollywood sitcom. But Edgar can't join her on the journey, and in order to support her, the devoted boyfriend will have to hitchhike his way to Hollywood. En route,,Edgar meets up with mysterious hitchhikers Veronica and Gloria. While at first the trip seems to be going fairly well, Edgar's situation turns quickly grim after he accidentally ingests drugs and proves unable to escape from a seedy interstate motel."
"desecration_1999";"Desecration";"1998 1999 2000";"Jan 1, 1999 Wide";"Dante Tomaselli";"Dante Tomaselli";;"1 hr. 28 min.";"";"Unrated";"Horror";"http://www.rottentomatoes.com/m/desecration_1999/";"In this offbeat and original horror opus, 16-year-old Bobby has been traumatized both by the death of his mother at an early age, and a brutally repressive Catholic upbringing. After Bobby accidentally causes the death of a nun, the boy finds himself sent to Hell, where he encounters his mother and causes a chain-reaction of terrifying spiritual and supernatural consequences. Desecration was the debut feature for 30-year-old auteur Dante Tomaselli."
"s_vhs";"V/H/S/2";"2012 2013 2014";"Jul 12, 2013 Limited";"Simon Barrett,Adam Wingard,Eduardo Sánchez,Gregg Hale,Timo Tjahjanto,Gareth Evans,Jason Eisener";"John S. Davies,Jamie Nash,Simon Barrett,Timo Tjahjanto,Gareth Evans";"Lawrence Michael Lev...,Kelsy Abbott,L.C. Holt,Adam Wingard,Hannah Hughes,Simon Barrett,Mindy Robinson,Monica Sanchez,John T. Woods,Corrie Lynne Fitzpat...,Brian Udovich,John Karyus,Casey Adams,Jay Saunders,Bette Cassat,Dave Coyne,Wendy Donigian,Devon Brookshire,Scott MacCubbin,Thea Curley,Roxanne Benjamin,Jesse Rommel,DC Cathro,Bianca Sanchez,Alexis Barone,Ryan Thomas,Kevin Hunt,Shane Mikael Johnson,Mark Sanders,Mitch Holson,Hillary Styer,Maggie Denning,Eric Jones,Fachri Albar,Hannah Al Rashid,Oka Antara,Andrew Lincoln Sulei...,Epy Kusnandar,R.R. Pinurti,Stefani,Claudia Stanlee,Ali Al-Tway,Marco,Eka,Yandi,Harry Northrup,Steve,Karin,Dias,Ibu Suci,Deden,Kim Kang Min,Davide Nicolosi,Lidya Cidey,Riley Eisener,Rylan Logan,Samantha Gracie,Cohen King,Zachary Ford,Josh Ingraham,Jeremie Saunders,Tyler Ross,Hannah Prozenko,Fraser McCready,Rebecca Babcock,Tannar Repchull,Corey Hinchey,Jason Johnson,Liam Logan,Kyla Nicolle,Allaura Shaw,Monica Sanchez Navar...,Bette Cassat,Dave Coyne,Wendy Donigian,Scott MacCubbin,Thea Curley,Jesse Rommel,Marco,Douglas Cathro,Fachry Albar";;"6/10,5.3/10";"R (for graphic and bloody violence, grisly images, sexual material, nudity and language)";"Mystery & Suspense,Horror";"http://www.rottentomatoes.com/m/s_vhs/";"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static-white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil. (c) Magnet"
"1006364-dune";"Dune";"1983 1984 1985";"Dec 14, 1984 Wide";"David Lynch";"Rudolph Wurlitzer,Christopher De Vore,Eric Bergren,David Lynch";"Francesca Annis,Leo Cimino,Leonardo Cimino,Brad Dourif,Kyle MacLachlan,Patrick Stewart,Sting,Dean Stockwell,Linda Hunt,Freddie Jones,Richard Jordan,Virginia Madsen,José Ferrer,Silvana Mangano,Everett McGill,Kenneth McMillan,Jack Nance,Sian Phillips,Jürgen Prochnow,Paul L. Smith,Max von Sydow,Alicia Witt,Sean Young,Daniel Bryan Corkill,Danny Corkill,Judd Omen,Jane Jenkins,Honorato Magaloni";"2 hr. 17 min.";"5.9/10,2.2/10";"PG-13";"Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/1006364-dune/";"David Lynch wades through dark waters in his adaptation of Frank Herbert's cult science fiction novel. In condensing Herbert's rambling and complex book by eliminating characters and compacting events, Lynch succeeds in rendering the story incomprehensible to those unfamiliar with the novel and making the film look like a sketchy greatest hits collection of the book for Herbert fans. The story takes place in the year 10,191. The universe is governed through a system of feudal rule, presided over,by Padishah Emperor Shaddam IV (José Ferrer), who appears to take his marching orders from something that resembles a talking vagina. In the kingdom are two rival houses -- the House of Atreides and the House of Harkonnen. Each house is trying to gain dominion over the universe, but that dominion can only be gained by the house that controls the Spice, a special substance that permits the folding of time. The Spice is only available on the desert world of Arrakis, or Dune. Shaddam, tired of the feuding between the two houses, permits the Atreides to take over the Spice production on Dune, while secretly working with the Harkonnens to launch a sneak attack on the Atreides and destroy them. The leader of the Atreides is Duke Leto (Jürgen Prochnow), who rules with the help of his concubine Jessica (Francesca Annis) and son Paul (Kyle MacLachlan). The rival Harkonnens are headed by the pus-oozing degenerate Baron Vladimir Harkonnen (Kenneth McMillan, in a thoroughly through-the-roof performance) and his two unsavory nephews, Rabban (Paul L. Smith) and Feyd (Sting). When his father is murdered by the Harkonnens, Paul escapes to Dune, where he is greeted by the Fremen (the desert dwellers on Dune who prepare the Spice) as the messiah foretold in Fremen legend. Paul assumes the mantle of messiah and leads the Fremen in a revolt that topples the balance of power in the universe. ~ Paul Brenner, Rovi"
"from_dusk_till_dawn_2_texas_blood_money";"From Dusk Till Dawn 2: Texas Blood Money";"1998 1999 2000";"Sep 28, 1999 Wide";"Scott Spiegel";"Duane Whitaker,Scott Spiegel";"Robert Patrick,Bo Hopkins,Duane Whitaker,Muse Watson,Raymond Cruz,Brett Harrelson,Stacie Bourgeois,Danny Trejo,Maria Checa,Bruce Campbell,Scott Spiegel,Tiffani Thiessen,Terry Norton,James Parks,Joe Virzi,Lara Bye,Tiffani-Amber Thiess...";"1 hr. 28 min.";"2.7/10";"R (adult situations/language, sex, violence)";"Western,Horror,Cult Movies";"http://www.rottentomatoes.com/m/from_dusk_till_dawn_2_texas_blood_money/";"From Dusk Till Dawn 2: Texas Blood Money follows a bank-robbing gang of misfits as they head into Mexico with the blueprints for the perfect million dollar heist. But when they wander into the wrong bar and cross the wrong outlaw, the thieving cohorts soon come face to face with action-packed danger! Ultimately, the last burglar is forced to join with his arch rival, a Texas sheriff, in a kill-or-be-killed battle to save their own lives."
"river_of_no_return";"River of No Return";"1953 1954 1955";"Apr 30, 1954 Wide";"Otto Preminger";"Louis Lantz,Frank Fenton";"Robert Mitchum,Marilyn Monroe,Rory Calhoun,Tommy Rettig,Murvyn Vye,Douglas Spencer,Ed Hinton,Don Beddoe,Jack Mather,Edmund Cobb,Will Wright,Jarma Lewis,Hal Baylor,Arthur Shields,John Doucette,Barbara Nichols,Paul Newlan,Ralph Sanford,Mitchell Lawrence,John Patrick Veitch,Larry Chance,Fay Morley,Claire André,Harry Seymour,Jerome Schaeffer,Ann McCrea,Geneva Gray,John Cliff,Harry Monty,Mitchell Kowal";"1 hr. 31 min.";"5.8/10";"G";"Western,Drama,Action & Adventure,Classics";"http://www.rottentomatoes.com/m/river_of_no_return/";"Director Otto Preminger's only western, River of No Return is set in Canada during the 19th century Gold Rush. Farmer Matt Calder (Robert Mitchum) is released from prison after serving a sentence for shooting a man in the back to protect a friend. He arrives in a small town to retrieve his young son, Mark (Tommy Rettig), who has befriended a sultry saloon singer, Kay (Marilyn Monroe). Matt is also friendly with Kay, and thanks her profusely for looking after Mark, but distrusts her paramour,,Harry Weston (Rory Calhoun)- a gambler with the morals of an alley cat. Matt and Mark return to their rural homestead, but soon glimpse Kay and Harry on a sinking raft, apparently en route to make good on a gold claim$% Matt rescues the two of them, but doesn't count on Harry doing an about face, beating him up, and stealing his horse and gun$% Kay stays behind to look after Matt. Meanwhile, the Indians go on the warpath, and the defenseless trio decides to seek refuge by fleeing the farm and sailing down the river on a raft. En route, the son - thanks to Kay's doing - is unexpectedly disillusioned about the father's original crime. Moreover, as Matt approaches town, he begins to plot a decisive revenge against Harry. ~ Hal Erickson, Rovi"
"amityville_horror";"The Amityville Horror";"2004 2005 2006";"Apr 15, 2005 Wide";"Andrew Douglas";"Sandor Stern,Scott Kosar";"Ryan Reynolds,Melissa George,Jesse James,Jimmy Bennett,Chloe Grace Moretz,Rachel Nichols,Rachel Nocholas,Philip Baker Hall,Isabel Conner,Brendan Donaldson,Annabel Armour,Rich Komenich,David Michael Gee,Danny McCarthy,David Gee,Nancy Lollar,Jose Taitano,III";;"4.2/10,3.9/10";"R (for violence, disturbing images, language, brief sexuality and drug use)";"Horror";"http://www.rottentomatoes.com/m/amityville_horror/";"Based on an account from a Long Island man, a tale that centers on George and Kathy Lutz, a newly married couple with three children, who move into their stately, beautiful new house in Amityville, NY --only to discover that the house already has demonic inhabitants. Unbeknownst to the couple, a multiple murder took place at their house, many years prior."
